cluster_k98,color,n_images,n_pixels,saturation_mean,saturation_std,value_mean,value_std
32,pink,96,18975,0.32519,0.12677,0.49758,0.29189
32,purple,120,7682,0.36153,0.19349,0.34573,0.21366
32,red,209,129411,0.42513,0.18652,0.41611,0.21923
32,white,225,1032323,0.11295,0.05424,0.92215,0.04417
32,yellow,237,1755053,0.37885,0.14767,0.55676,0.2006
33,black,911,2242135,0.14122,0.05881,0.12469,0.04966
33,blue,951,3075775,0.37495,0.21253,0.39799,0.32061
33,brown,1049,5307679,0.50501,0.16468,0.33118,0.13674
33,cyan,981,7422343,0.44231,0.18137,0.90695,0.15995
33,gray,1081,6230619,0.10963,0.05582,0.60369,0.1878
33,green,981,6445486,0.47574,0.16461,0.39421,0.20724
33,magenta,538,73711,0.41053,0.23222,0.19159,0.15509
33,orange,1037,5401588,0.43998,0.17701,0.77714,0.13125
33,pink,699,112955,0.42217,0.20607,0.31298,0.27439
33,purple,575,191561,0.36548,0.14265,0.3246,0.17727
33,red,995,1307163,0.59009,0.21891,0.39291,0.27751
33,white,1040,6438609,0.09765,0.06191,0.96625,0.04463
33,yellow,1025,6709480,0.43342,0.16024,0.59315,0.26827
34,black,237,457659,0.10911,0.07215,0.11059,0.0559
34,blue,209,1195080,0.45426,0.20956,0.31637,0.20444
34,brown,251,888610,0.51735,0.17154,0.34232,0.14665
34,cyan,140,74518,0.33081,0.13117,0.2917,0.21885
34,gray,248,1310734,0.08608,0.0719,0.50759,0.19524
34,green,145,80043,0.33943,0.17948,0.0987,0.08694
34,magenta,220,436591,0.32235,0.12164,0.14041,0.06952
34,orange,244,3064592,0.39439,0.12218,0.78643,0.11694
34,pink,239,332892,0.38949,0.15729,0.14338,0.08804
34,purple,212,472328,0.35099,0.12588,0.17454,0.10445
34,red,246,1004610,0.57774,0.26664,0.36677,0.27725
34,white,197,619640,0.05247,0.05703,0.94371,0.0451
34,yellow,208,71023,0.45089,0.20708,0.40575,0.34839
35,black,652,1016213,0.10466,0.06596,0.1137,0.06172
35,blue,708,4820475,0.52068,0.23622,0.49124,0.25018
35,brown,705,2064332,0.46487,0.18627,0.34074,0.13997
35,cyan,661,1346616,0.54992,0.25752,0.51507,0.27475
35,gray,742,6891959,0.10406,0.05369,0.59418,0.19106
35,green,642,2162805,0.44593,0.20282,0.39961,0.21463
35,magenta,590,248269,0.46667,0.19748,0.45495,0.26344
35,orange,714,3434405,0.47932,0.20314,0.77481,0.12762
35,pink,667,480039,0.47271,0.22349,0.47619,0.29321
35,purple,617,307671,0.4089,0.17834,0.31217,0.20526
35,red,727,3075524,0.57736,0.22789,0.58431,0.25124
35,white,722,4629659,0.06008,0.05291,0.94386,0.04734
35,yellow,693,2189973,0.51196,0.2289,0.63314,0.27621
36,black,823,2735004,0.12114,0.06663,0.11839,0.05766
36,blue,719,2547869,0.32472,0.16714,0.24036,0.20245
36,brown,963,7661073,0.42938,0.18071,0.34717,0.13575
36,cyan,672,732185,0.37598,0.19915,0.23669,0.16216
36,gray,1013,10982122,0.11691,0.0564,0.55454,0.19444
36,green,731,1896129,0.35517,0.16259,0.25148,0.15506
36,magenta,525,182614,0.38805,0.19224,0.28494,0.22122
36,orange,883,9092523,0.32501,0.113,0.74738,0.11643
36,pink,618,565398,0.40818,0.17209,0.34767,0.25509
36,purple,539,245564,0.36557,0.16569,0.27827,0.20847
36,red,758,2911736,0.49315,0.22229,0.35254,0.21829
36,white,900,5305161,0.07113,0.0656,0.94002,0.04841
36,yellow,862,3639006,0.33683,0.14423,0.53421,0.25678
37,black,178,537971,0.04366,0.06399,0.0456,0.06164
37,blue,190,598000,0.45035,0.2162,0.51905,0.21835
37,brown,198,1141617,0.50862,0.17917,0.38301,0.13899
37,cyan,177,717367,0.42321,0.19535,0.49116,0.18106
37,gray,200,2436086,0.122,0.04906,0.62722,0.16317
37,green,186,362668,0.31961,0.13644,0.37705,0.18232
37,magenta,114,12085,0.36533,0.23805,0.13527,0.10352
37,orange,199,2147430,0.37992,0.13541,0.73033,0.10662
37,pink,123,14594,0.42033,0.23781,0.16411,0.14458
37,purple,101,15970,0.3387,0.16432,0.18793,0.13985
37,red,183,417729,0.63036,0.24292,0.34616,0.20634
37,white,165,757207,0.11223,0.05127,0.90805,0.04449
37,yellow,195,474300,0.3159,0.1355,0.6181,0.26568
38,black,721,1088274,0.09788,0.06595,0.11089,0.05627
38,blue,727,1491537,0.41109,0.18305,0.40222,0.23526
38,brown,857,4839929,0.4173,0.16577,0.37815,0.12552
38,cyan,677,772397,0.4167,0.1661,0.43817,0.20262
38,gray,862,9316989,0.12405,0.05311,0.62083,0.18111
38,green,730,1309636,0.35899,0.14376,0.36163,0.21582
38,magenta,480,109866,0.31283,0.15591,0.18872,0.099
38,orange,858,9461565,0.35149,0.13934,0.76872,0.1205
38,pink,627,253982,0.40274,0.17822,0.35481,0.2303
38,purple,531,110908,0.37294,0.19869,0.19581,0.14105
38,red,832,2443573,0.51913,0.19723,0.52022,0.22994
38,white,699,5265931,0.1046,0.05791,0.92796,0.04507
38,yellow,837,2786613,0.34643,0.15479,0.63607,0.21125
39,black,583,2039915,0.11676,0.05716,0.11781,0.04863
39,blue,580,4374127,0.39038,0.15222,0.48489,0.30927
39,brown,612,5704591,0.42029,0.14307,0.34028,0.13519
39,cyan,487,432238,0.37572,0.18226,0.53175,0.33374
39,gray,615,7225924,0.1146,0.05336,0.50762,0.19748
39,green,523,2624679,0.44482,0.18594,0.33373,0.17383
39,magenta,514,316038,0.29194,0.10898,0.20167,0.16531
39,orange,594,2837503,0.40505,0.13614,0.69694,0.10541
39,pink,545,544344,0.3021,0.10689,0.29616,0.20857
39,purple,532,643248,0.30888,0.11359,0.22842,0.18511
39,red,587,3239344,0.39575,0.15329,0.36429,0.19813
39,white,601,2465407,0.0721,0.05257,0.91892,0.04339
39,yellow,568,2564738,0.41737,0.15075,0.41942,0.19562
40,black,290,755776,0.11939,0.05798,0.10938,0.05201
40,blue,289,1968831,0.43808,0.17534,0.46075,0.28428
40,brown,316,2398791,0.48888,0.17199,0.2722,0.15507
40,cyan,234,426674,0.37672,0.15255,0.33915,0.19461
40,gray,312,2761750,0.11804,0.05003,0.54083,0.18905
40,green,281,2242065,0.39905,0.14809,0.34179,0.1876
40,magenta,284,150276,0.33188,0.13981,0.21404,0.19043
40,orange,314,1173370,0.45876,0.18317,0.75765,0.12994
40,pink,300,487215,0.41711,0.16836,0.35731,0.24523
40,purple,276,226401,0.33652,0.15422,0.20099,0.1749
40,red,312,2964458,0.50665,0.18453,0.34302,0.24389
40,white,308,987117,0.07165,0.05423,0.93388,0.04297
40,yellow,303,1129724,0.41877,0.16336,0.42045,0.27297
41,black,357,1218502,0.10643,0.05888,0.11817,0.05077
41,blue,358,2962787,0.47488,0.23479,0.38812,0.27417
41,brown,358,1612196,0.43061,0.1845,0.30502,0.14109
41,cyan,342,372488,0.46114,0.23621,0.31447,0.23683
41,gray,359,4101644,0.10132,0.05283,0.5303,0.19438
41,green,344,757137,0.41358,0.16842,0.31953,0.21129
41,magenta,330,75116,0.40081,0.16238,0.1039,0.11366
41,orange,349,980060,0.45096,0.21114,0.73612,0.1222
41,pink,349,153211,0.44812,0.17892,0.18269,0.1954
41,purple,337,113414,0.38161,0.17492,0.10055,0.10155
41,red,358,1203133,0.59117,0.22835,0.44716,0.25474
41,white,356,1666607,0.06063,0.0542,0.94088,0.04847
41,yellow,354,736089,0.45992,0.2096,0.4726,0.26885
42,black,1027,930149,0.1042,0.06108,0.1237,0.05793
42,blue,897,19916980,0.77465,0.17563,0.37687,0.16719
42,brown,1052,7028860,0.42809,0.17452,0.31422,0.11873
42,cyan,949,266136,0.35153,0.16004,0.3787,0.21239
42,gray,1053,18282797,0.09403,0.05346,0.52003,0.16416
42,green,920,7168977,0.51084,0.15131,0.40547,0.10821
42,magenta,833,75260,0.35648,0.18363,0.16859,0.104
42,orange,976,2574036,0.33917,0.15718,0.69741,0.10617
42,pink,889,173223,0.366,0.16971,0.21304,0.12071
42,purple,885,205577,0.3889,0.17532,0.15198,0.12244
42,red,966,1494991,0.46293,0.22006,0.30105,0.17805
42,white,949,1953499,0.05386,0.05193,0.94044,0.05464
42,yellow,1023,3235499,0.31876,0.12173,0.42959,0.18434
43,black,433,1380962,0.11708,0.06097,0.09869,0.05356
43,blue,440,3822469,0.41476,0.16802,0.49364,0.28917
43,brown,464,3575864,0.43101,0.14022,0.28889,0.14656
43,cyan,373,573043,0.40994,0.18313,0.41837,0.25539
43,gray,467,4969989,0.10926,0.05363,0.55539,0.18417
43,green,414,1712179,0.40902,0.16823,0.28934,0.18054
43,magenta,428,264170,0.329,0.15568,0.22944,0.20258
43,orange,443,1301554,0.42123,0.16511,0.70829,0.10771
43,pink,439,576362,0.36496,0.15564,0.27788,0.23208
43,purple,425,531929,0.33552,0.15704,0.24537,0.19879
43,red,458,2894012,0.46762,0.19132,0.29355,0.21854
43,white,461,2351475,0.07072,0.05435,0.92991,0.04176
43,yellow,446,1298088,0.42471,0.15915,0.41004,0.23322
44,black,783,1461882,0.0746,0.07097,0.08197,0.06825
44,blue,760,4202912,0.43801,0.21424,0.42354,0.22776
44,brown,868,4968014,0.50379,0.21504,0.3602,0.13437
44,cyan,661,2352064,0.6502,0.25147,0.37418,0.22094
44,gray,879,11656812,0.0894,0.0572,0.58871,0.17621
44,green,714,2383173,0.43104,0.17721,0.34637,0.19919
44,magenta,564,95007,0.40368,0.22161,0.20154,0.19559
44,orange,840,4703580,0.46996,0.20453,0.73559,0.1227
44,pink,631,324033,0.50893,0.24536,0.40271,0.32365
44,purple,596,224885,0.41859,0.20706,0.19352,0.17079
44,red,805,3175305,0.63235,0.24691,0.4855,0.24938
44,white,837,6768018,0.04032,0.04947,0.94763,0.04939
44,yellow,816,1823579,0.40584,0.19109,0.52713,0.25519
45,black,167,3246975,0.00372,0.02288,0.00661,0.02019
45,blue,160,161697,0.61251,0.30923,0.15265,0.24545
45,brown,170,1329491,0.64205,0.15406,0.39313,0.12806
45,cyan,152,34777,0.56055,0.25779,0.07835,0.12692
45,gray,170,559167,0.08855,0.05773,0.62104,0.1767
45,green,154,242188,0.45509,0.21256,0.0969,0.14061
45,magenta,161,95514,0.6306,0.26556,0.10209,0.08713
45,orange,170,1533961,0.53152,0.13781,0.68369,0.09089
45,pink,165,66053,0.54454,0.27846,0.15404,0.15406
45,purple,161,73801,0.86181,0.20145,0.04669,0.06448
45,red,169,483996,0.66204,0.23303,0.35751,0.23967
45,white,166,199349,0.04832,0.04803,0.91312,0.04372
45,yellow,161,339367,0.44346,0.186,0.35062,0.3496
46,black,1098,2648835,0.10125,0.07112,0.09702,0.06459
46,blue,1077,6605043,0.48066,0.20723,0.31258,0.23977
46,brown,1138,5981779,0.50358,0.20091,0.31221,0.14406
46,cyan,992,2923585,0.43189,0.17825,0.28379,0.22932
46,gray,1173,12441614,0.10087,0.05429,0.5743,0.18155
46,green,1011,3634377,0.40051,0.17302,0.25293,0.18958
46,magenta,920,580167,0.42002,0.19411,0.2039,0.17177
46,orange,1095,5387990,0.44776,0.18043,0.75429,0.11988
46,pink,1016,1186205,0.45272,0.1959,0.31487,0.24132
46,purple,941,822320,0.39811,0.17357,0.19678,0.16066
46,red,1127,5318958,0.52698,0.2137,0.39868,0.24769
46,white,1165,5686621,0.06529,0.05348,0.93786,0.04723
46,yellow,1083,2088234,0.41832,0.19019,0.44109,0.29737
47,black,693,1571052,0.12762,0.05822,0.12249,0.05001
47,blue,673,6181999,0.37172,0.14454,0.56975,0.29136
47,brown,719,4101412,0.42788,0.1621,0.347,0.13162
47,cyan,601,1000525,0.3555,0.14651,0.58606,0.31718
47,gray,742,9666927,0.10832,0.05421,0.57196,0.18391
47,green,638,2821879,0.38919,0.14128,0.34095,0.17566
47,magenta,543,285768,0.32229,0.13049,0.31867,0.24305
47,orange,680,2323823,0.37991,0.12838,0.71702,0.11428
47,pink,588,551134,0.35417,0.14245,0.32629,0.23309
47,purple,574,464700,0.33488,0.12541,0.32378,0.25635
47,red,687,2276274,0.42167,0.17958,0.40053,0.2347
47,white,721,4242620,0.07106,0.05906,0.93336,0.04633
47,yellow,691,2060943,0.40164,0.1472,0.43891,0.20731
48,black,430,1001679,0.03502,0.06027,0.04268,0.06574
48,blue,431,3428535,0.40284,0.18416,0.59633,0.29479
48,brown,502,1512594,0.50814,0.20359,0.36626,0.1384
48,cyan,350,914752,0.48717,0.25089,0.65605,0.26982
48,gray,510,2830789,0.10292,0.05894,0.57143,0.17797
48,green,349,821584,0.38439,0.16211,0.36918,0.20233
48,magenta,361,164938,0.56558,0.29693,0.27354,0.1372
48,orange,464,2766133,0.50828,0.22643,0.78095,0.13277
48,pink,417,294270,0.54184,0.25925,0.53543,0.33724
48,purple,361,116527,0.38542,0.18537,0.27551,0.1898
48,red,482,2536089,0.62946,0.23918,0.56442,0.24669
48,white,437,2439725,0.04758,0.05968,0.958,0.04687
48,yellow,415,608417,0.43032,0.21736,0.58718,0.27408
49,black,602,1495233,0.10514,0.06209,0.11159,0.05753
49,blue,580,2609155,0.4498,0.20841,0.35862,0.24602
49,brown,586,6009235,0.47566,0.191,0.31178,0.13874
49,cyan,540,599612,0.46039,0.23043,0.34928,0.25861
49,gray,606,8037487,0.10453,0.05346,0.5209,0.18106
49,green,566,1331746,0.37625,0.17357,0.25397,0.18752
49,magenta,505,156143,0.38083,0.15801,0.14661,0.14945
49,orange,575,2849344,0.44596,0.18113,0.72553,0.12035
49,pink,540,355934,0.38936,0.16097,0.27818,0.27267
49,purple,524,295102,0.38971,0.16256,0.23296,0.21649
49,red,581,1931785,0.51267,0.21471,0.32173,0.2362
49,white,608,1812653,0.06021,0.05601,0.93701,0.04893
49,yellow,580,1293787,0.36965,0.1642,0.43833,0.2748
50,black,296,340185,0.1102,0.06122,0.12487,0.05186
50,blue,300,2252313,0.4066,0.14441,0.66801,0.25353
50,brown,303,1247887,0.44855,0.16812,0.32391,0.14085
50,cyan,246,394828,0.34589,0.12412,0.61734,0.32765
50,gray,309,2527978,0.11291,0.0549,0.54202,0.18479
50,green,285,1642355,0.48183,0.17103,0.30446,0.18016
50,magenta,261,309334,0.31993,0.123,0.38491,0.20322
50,orange,266,792330,0.39264,0.14027,0.737,0.12404
50,pink,280,437932,0.36421,0.15054,0.37379,0.20929
50,purple,264,482457,0.33575,0.11755,0.52516,0.26791
50,red,298,826604,0.40058,0.17098,0.42466,0.22437
50,white,299,1444543,0.07661,0.06115,0.95122,0.04698
50,yellow,291,880774,0.46017,0.16753,0.45003,0.23707
51,black,1588,4043395,0.04849,0.06691,0.05475,0.06665
51,blue,1660,7743741,0.54887,0.24667,0.34578,0.23811
51,brown,1755,5175446,0.50717,0.2049,0.35743,0.13941
51,cyan,1475,3327788,0.51379,0.22101,0.40523,0.2369
51,gray,1801,16094579,0.09477,0.05615,0.61055,0.18006
51,green,1496,2409575,0.46107,0.20164,0.34294,0.20421
51,magenta,1603,677059,0.449,0.21566,0.26208,0.18698
51,orange,1712,8495997,0.46887,0.21918,0.76137,0.1215
51,pink,1711,2500780,0.56159,0.23121,0.4265,0.24101
51,purple,1582,1029293,0.44556,0.20279,0.2514,0.18952
51,red,1781,15950008,0.66326,0.22105,0.55073,0.22329
51,white,1609,12340566,0.04618,0.0491,0.94837,0.04677
51,yellow,1596,2638653,0.44683,0.20758,0.57804,0.27145
52,black,144,484617,0.06343,0.07152,0.06093,0.06109
52,blue,142,773548,0.55664,0.24587,0.21812,0.21731
52,brown,144,1021808,0.49523,0.18581,0.29481,0.15182
52,cyan,135,169417,0.59195,0.25388,0.21806,0.23818
52,gray,144,1470992,0.09351,0.05333,0.56382,0.16508
52,green,139,150005,0.55129,0.28692,0.12092,0.1743
52,magenta,140,52069,0.45563,0.22696,0.22558,0.18249
52,orange,143,702497,0.45992,0.17305,0.79389,0.14938
52,pink,144,123359,0.42123,0.20877,0.36205,0.26151
52,purple,139,80487,0.40272,0.19374,0.26372,0.29631
52,red,144,782832,0.56715,0.2298,0.40318,0.25535
52,white,111,394858,0.05438,0.05762,0.94278,0.05295
52,yellow,141,166631,0.46322,0.19494,0.41659,0.36073
53,black,480,1563793,0.12384,0.05492,0.1063,0.04852
53,blue,469,8293577,0.40706,0.14297,0.52097,0.27574
53,brown,510,3255224,0.43249,0.15143,0.29303,0.15847
53,cyan,329,477502,0.36003,0.14778,0.50303,0.29911
53,gray,495,5018229,0.10952,0.05495,0.55622,0.20764
53,green,365,1050653,0.37533,0.13838,0.29433,0.16319
53,magenta,459,466171,0.30431,0.08332,0.28682,0.2264
53,orange,476,1854318,0.44208,0.15754,0.74702,0.129
53,pink,483,1029736,0.3483,0.10808,0.38137,0.28073
53,purple,466,716485,0.30586,0.09951,0.24018,0.20323
53,red,507,3353052,0.41225,0.15047,0.35239,0.26758
53,white,479,3001901,0.08429,0.05516,0.9227,0.04263
53,yellow,447,1181823,0.40551,0.13514,0.37522,0.21685
54,black,428,1257506,0.05528,0.06513,0.07728,0.07185
54,blue,440,1669096,0.5701,0.22486,0.53873,0.22887
54,brown,501,2284633,0.48795,0.22039,0.28724,0.15559
54,cyan,418,318216,0.37101,0.17207,0.56905,0.23596
54,gray,502,5135755,0.11281,0.04657,0.521,0.19482
54,green,481,593112,0.51042,0.24259,0.42463,0.26855
54,magenta,387,87331,0.58431,0.27584,0.25497,0.25027
54,orange,500,2486604,0.50841,0.19883,0.79211,0.12942
54,pink,458,391201,0.61418,0.24422,0.38714,0.31858
54,purple,386,100494,0.64829,0.24201,0.1868,0.1794
54,red,499,4465816,0.70987,0.22662,0.61269,0.32101
54,white,501,2519011,0.09013,0.05584,0.9577,0.04674
54,yellow,500,2391193,0.53962,0.20714,0.74806,0.29836
55,black,76,400768,0.01652,0.04578,0.0155,0.04208
55,blue,76,192438,0.6459,0.26038,0.22291,0.18674
55,brown,76,707151,0.62401,0.2163,0.35238,0.14302
55,cyan,76,17926,0.53921,0.28273,0.27545,0.246
55,gray,76,291501,0.11631,0.05189,0.56957,0.19498
55,green,76,71062,0.40216,0.15104,0.38391,0.20778
55,magenta,74,8001,0.52928,0.32187,0.21594,0.22826
55,orange,76,731704,0.51698,0.15774,0.70964,0.10369
55,pink,76,21532,0.4592,0.24981,0.35544,0.23735
55,purple,76,8643,0.3771,0.23057,0.33526,0.23639
55,red,76,656632,0.68048,0.18646,0.52311,0.20179
55,white,75,58508,0.10014,0.05941,0.90588,0.04334
55,yellow,76,155990,0.46829,0.18232,0.60135,0.30808
56,black,409,913101,0.07784,0.07572,0.08193,0.07054
56,blue,415,856902,0.4304,0.19439,0.32064,0.21634
56,brown,468,1707372,0.45005,0.19439,0.37751,0.13142
56,cyan,347,327916,0.39274,0.16176,0.37538,0.17698
56,gray,448,3198409,0.11975,0.05366,0.62369,0.20331
56,green,373,428963,0.3446,0.13326,0.26223,0.1499
56,magenta,365,96924,0.49265,0.23444,0.15896,0.15463
56,orange,463,9890431,0.38808,0.14706,0.82493,0.12394
56,pink,405,341202,0.62884,0.24391,0.28965,0.22189
56,purple,364,111788,0.42938,0.17834,0.19265,0.20517
56,red,454,1704498,0.634,0.21504,0.449,0.22395
56,white,319,2577535,0.1032,0.06919,0.93655,0.05072
56,yellow,444,1674207,0.33403,0.16163,0.58769,0.27593
57,black,956,1947007,0.08258,0.07101,0.09171,0.06883
57,blue,945,6475633,0.4633,0.23401,0.47608,0.22423
57,brown,1035,6864674,0.49319,0.19379,0.36465,0.12951
57,cyan,789,978413,0.52963,0.25927,0.40519,0.21526
57,gray,1040,13101493,0.0944,0.05619,0.57218,0.17351
57,green,749,1662949,0.43096,0.17134,0.30888,0.1756
57,magenta,648,152589,0.41936,0.20377,0.17161,0.10819
57,orange,991,6203826,0.47793,0.19245,0.73192,0.1198
57,pink,767,288794,0.59832,0.26399,0.4131,0.36579
57,purple,707,164817,0.43469,0.24078,0.27727,0.23524
57,red,995,5338756,0.73259,0.24816,0.51195,0.25312
57,white,834,7365616,0.0461,0.05126,0.95406,0.04815
57,yellow,881,1249097,0.40593,0.18188,0.5367,0.28403
58,black,343,757340,0.09803,0.06529,0.1044,0.0606
58,blue,345,2561156,0.48427,0.23219,0.41151,0.28284
58,brown,345,1387685,0.47464,0.21615,0.31267,0.14414
58,cyan,343,402960,0.48229,0.23743,0.37153,0.26231
58,gray,344,4412807,0.0888,0.05788,0.53481,0.17238
58,green,341,1566468,0.48966,0.18676,0.3257,0.20115
58,magenta,331,91115,0.42325,0.20745,0.29748,0.26285
58,orange,339,819064,0.46364,0.22164,0.73364,0.12399
58,pink,339,260604,0.49984,0.22572,0.445,0.27981
58,purple,337,172468,0.47049,0.2192,0.31589,0.25887
58,red,343,1253219,0.55774,0.25582,0.43878,0.25487
58,white,342,1089478,0.07018,0.05634,0.93358,0.04768
58,yellow,344,657572,0.47509,0.20354,0.47252,0.25822
59,black,370,563647,0.10999,0.06331,0.12042,0.05785
59,blue,408,1915134,0.51294,0.23752,0.49069,0.21573
59,brown,453,1864278,0.44444,0.18935,0.32893,0.14485
59,cyan,373,806445,0.52727,0.24656,0.52241,0.1892
59,gray,470,5028259,0.09533,0.05809,0.59928,0.18072
59,green,385,948337,0.42805,0.1891,0.49398,0.22241
59,magenta,283,39495,0.41839,0.18873,0.28335,0.21569
59,orange,451,4127894,0.41812,0.19571,0.78604,0.12108
59,pink,362,95196,0.51842,0.21847,0.34979,0.22238
59,purple,309,81068,0.43858,0.21305,0.28809,0.16833
59,red,447,1851122,0.63763,0.20715,0.63698,0.24685
59,white,443,2845370,0.09195,0.05161,0.94736,0.04492
59,yellow,439,1555355,0.46966,0.22608,0.69545,0.2574
60,black,155,342192,0.04925,0.0686,0.04872,0.064
60,blue,155,1602331,0.44841,0.19603,0.56274,0.2607
60,brown,155,780376,0.50554,0.19888,0.29016,0.16187
60,cyan,152,222296,0.51649,0.25292,0.3248,0.24353
60,gray,155,1545939,0.10143,0.05354,0.59879,0.17271
60,green,154,279815,0.51612,0.2539,0.23784,0.21145
60,magenta,151,34887,0.43468,0.21312,0.08765,0.08045
60,orange,155,590353,0.46717,0.19449,0.73796,0.12124
60,pink,151,65446,0.46298,0.17746,0.10987,0.112
60,purple,147,48061,0.41761,0.17662,0.10618,0.08976
60,red,154,500442,0.59688,0.22301,0.26881,0.22862
60,white,152,627653,0.06575,0.05659,0.92346,0.04524
60,yellow,154,237905,0.42638,0.21018,0.3946,0.25471
61,black,362,920279,0.03204,0.0594,0.03767,0.05742
61,blue,352,961674,0.40642,0.19994,0.39621,0.33353
61,brown,381,2598894,0.54501,0.20294,0.37047,0.13217
61,cyan,339,2718742,0.55605,0.23255,0.43725,0.21181
61,gray,381,2705164,0.10751,0.05801,0.58247,0.17925
61,green,349,1359508,0.46308,0.21428,0.34673,0.19894
61,magenta,301,131453,0.41499,0.19773,0.33276,0.16248
61,orange,344,2152745,0.45926,0.17735,0.7024,0.10588
61,pink,313,245499,0.47521,0.20174,0.25107,0.2023
61,purple,299,32143,0.53416,0.30603,0.15613,0.1632
61,red,368,1634650,0.68065,0.25102,0.42791,0.24409
61,white,367,3708860,0.02739,0.04677,0.98096,0.03939
61,yellow,366,868277,0.3927,0.16323,0.52133,0.23911
62,black,372,461978,0.0786,0.06598,0.10231,0.057
62,blue,359,2992885,0.65895,0.20101,0.4385,0.19625
62,brown,429,1513048,0.47738,0.16492,0.37309,0.12883
62,cyan,298,415915,0.64102,0.26128,0.51894,0.2037
62,gray,429,4044412,0.08553,0.05221,0.63824,0.17953
62,green,333,379058,0.55734,0.21862,0.40626,0.20258
62,magenta,229,13250,0.42359,0.19615,0.18612,0.15292
62,orange,426,2394931,0.42711,0.22404,0.77569,0.11511
62,pink,285,90789,0.53204,0.22098,0.47879,0.22981
62,purple,261,58782,0.41197,0.17933,0.18396,0.1509
62,red,384,1453847,0.7134,0.21227,0.57011,0.2244
62,white,398,2858966,0.05468,0.06203,0.94417,0.05186
62,yellow,410,1286683,0.42183,0.19681,0.71236,0.21587
63,black,167,341247,0.10468,0.06258,0.14229,0.04664
63,blue,194,1265792,0.53861,0.1991,0.58995,0.21029
63,brown,206,514234,0.43988,0.20161,0.32169,0.14378
63,cyan,176,142415,0.47227,0.24461,0.49121,0.19641
63,gray,221,2128221,0.10624,0.05027,0.51279,0.17934
63,green,170,426588,0.47934,0.20395,0.5278,0.2172
63,magenta,160,50172,0.36809,0.17441,0.36956,0.20689
63,orange,204,1107309,0.53594,0.22398,0.84399,0.12634
63,pink,201,214590,0.48791,0.182,0.55771,0.23235
63,purple,159,150325,0.39127,0.16299,0.36039,0.16136
63,red,219,2126505,0.63772,0.19584,0.70765,0.23058
63,white,212,1446194,0.05839,0.05457,0.96416,0.04026
63,yellow,189,641684,0.52208,0.2164,0.78116,0.24851
64,black,291,592299,0.13382,0.04888,0.11282,0.047
64,blue,259,1051020,0.39792,0.15658,0.54721,0.26446
64,brown,324,3108218,0.45987,0.14471,0.31238,0.14181
64,cyan,99,68381,0.38208,0.19146,0.45705,0.30252
64,gray,325,2177752,0.12237,0.05003,0.5571,0.19663
64,green,170,529643,0.37202,0.12655,0.29394,0.15169
64,magenta,293,289864,0.31015,0.09066,0.19821,0.14169
64,orange,323,1736890,0.43687,0.15016,0.73003,0.11734
64,pink,323,961459,0.35114,0.10836,0.26872,0.20482
64,purple,281,328141,0.30371,0.08764,0.27976,0.21201
64,red,330,8686798,0.51326,0.16258,0.3366,0.19779
64,white,314,908360,0.07955,0.05517,0.92543,0.04239
64,yellow,245,567255,0.38423,0.11936,0.39763,0.22494
65,black,257,327303,0.10614,0.05247,0.1319,0.03367
65,blue,317,1922971,0.5995,0.21112,0.47997,0.18403
65,brown,373,847857,0.50863,0.20281,0.41983,0.11354
