cluster_k98,color,n_images,n_pixels,saturation_mean,saturation_std,value_mean,value_std
65,cyan,237,177228,0.51682,0.20231,0.42713,0.17094
65,gray,403,4442319,0.09452,0.05433,0.6426,0.15659
65,green,250,375080,0.52537,0.23595,0.40109,0.15461
65,magenta,240,50848,0.43945,0.25048,0.39728,0.24668
65,orange,390,2526414,0.50217,0.24176,0.75773,0.12151
65,pink,299,156001,0.57561,0.19394,0.60618,0.24076
65,purple,245,102220,0.39133,0.17113,0.30366,0.15916
65,red,378,3029990,0.71645,0.17942,0.67266,0.18866
65,white,389,4497156,0.05261,0.04688,0.95195,0.04565
65,yellow,341,886693,0.57542,0.25414,0.77596,0.20487
66,black,333,559856,0.11553,0.06443,0.12503,0.0542
66,blue,420,4052521,0.50943,0.20122,0.55408,0.22959
66,brown,473,696894,0.40711,0.16627,0.37903,0.12446
66,cyan,347,784003,0.52592,0.23137,0.58828,0.20094
66,gray,528,3266993,0.10903,0.0518,0.57078,0.20511
66,green,358,907072,0.43154,0.17325,0.4991,0.21629
66,magenta,290,146152,0.41889,0.24099,0.58953,0.28186
66,orange,485,2980992,0.44866,0.2054,0.84487,0.12625
66,pink,378,357609,0.51942,0.21073,0.6892,0.25244
66,purple,309,271547,0.43137,0.15913,0.50569,0.23879
66,red,476,4082363,0.56365,0.18968,0.72291,0.19981
66,white,502,3475991,0.08429,0.06022,0.95247,0.04618
66,yellow,427,2319447,0.50037,0.22382,0.87852,0.18543
67,black,114,198253,0.09028,0.06811,0.10164,0.06491
67,blue,113,340284,0.48311,0.20885,0.4054,0.28787
67,brown,117,672774,0.52275,0.17624,0.30265,0.14471
67,cyan,101,145206,0.43405,0.19354,0.38802,0.27857
67,gray,117,849820,0.11112,0.05297,0.57595,0.1803
67,green,115,862689,0.49746,0.20452,0.35668,0.20926
67,magenta,110,105909,0.4458,0.20258,0.19925,0.18468
67,orange,118,271216,0.47422,0.19415,0.70722,0.1101
67,pink,117,227486,0.49115,0.20937,0.28655,0.21906
67,purple,110,104562,0.41932,0.1763,0.17056,0.15894
67,red,118,951588,0.5191,0.20043,0.36976,0.2247
67,white,114,296176,0.07478,0.04988,0.93032,0.04405
67,yellow,117,218965,0.45172,0.17931,0.44471,0.26606
68,black,211,361571,0.10823,0.05914,0.12014,0.055
68,blue,226,1784820,0.50086,0.22534,0.62356,0.26238
68,brown,226,1059892,0.43205,0.17903,0.32833,0.14052
68,cyan,219,1735761,0.63328,0.25796,0.68493,0.24124
68,gray,226,2768837,0.09305,0.06209,0.52353,0.16611
68,green,205,387350,0.48692,0.20845,0.24675,0.16495
68,magenta,211,68410,0.56685,0.2513,0.21298,0.10945
68,orange,226,724641,0.39427,0.1637,0.71324,0.11397
68,pink,218,107562,0.58584,0.25641,0.24908,0.13252
68,purple,213,100329,0.448,0.21747,0.26289,0.15224
68,red,226,381954,0.49632,0.21049,0.36,0.24118
68,white,224,617408,0.08213,0.06328,0.94253,0.0492
68,yellow,220,285593,0.37799,0.18706,0.41449,0.2595
69,black,1610,7114257,0.13786,0.05485,0.13178,0.04383
69,blue,1574,7480634,0.35431,0.19471,0.28866,0.21421
69,brown,1685,16653382,0.5369,0.20083,0.345,0.13023
69,cyan,1390,1239975,0.41636,0.19911,0.44375,0.24493
69,gray,1704,18571622,0.09829,0.05651,0.54088,0.20255
69,green,1369,2841605,0.3752,0.16301,0.33559,0.20435
69,magenta,1186,441329,0.35173,0.16386,0.27089,0.19542
69,orange,1657,12043514,0.51764,0.19761,0.73084,0.12062
69,pink,1470,1005942,0.39796,0.18248,0.36417,0.23406
69,purple,1305,702352,0.36144,0.16303,0.27409,0.18392
69,red,1676,10556278,0.54665,0.21691,0.46813,0.24106
69,white,1534,6457805,0.05098,0.05557,0.95145,0.05194
69,yellow,1605,4191785,0.43247,0.18453,0.55567,0.26139
70,black,146,475137,0.12921,0.04806,0.11664,0.04321
70,blue,130,617990,0.35805,0.11556,0.46053,0.25344
70,brown,151,2453492,0.48357,0.1386,0.30637,0.14274
70,cyan,75,52577,0.33635,0.16658,0.30693,0.2277
70,gray,152,1268605,0.12088,0.04853,0.52869,0.19082
70,green,101,578986,0.39034,0.11597,0.31808,0.16763
70,magenta,119,50090,0.36582,0.14827,0.32057,0.26405
70,orange,152,1317835,0.47205,0.16154,0.73475,0.12105
70,pink,141,138501,0.34227,0.1132,0.18134,0.16503
70,purple,124,47088,0.25791,0.07284,0.22462,0.13822
70,red,150,1596506,0.44397,0.16582,0.40365,0.25823
70,white,145,339725,0.10395,0.05868,0.92076,0.04152
70,yellow,134,581804,0.4388,0.12948,0.37432,0.22919
71,black,586,2727679,0.06626,0.07335,0.07563,0.06711
71,blue,520,2904629,0.52824,0.25488,0.39678,0.25239
71,brown,646,4236570,0.51049,0.18202,0.35336,0.13911
71,cyan,434,540286,0.57781,0.26591,0.4859,0.30643
71,gray,646,8657456,0.0741,0.06171,0.58545,0.18979
71,green,505,1259055,0.42927,0.22989,0.24998,0.20485
71,magenta,455,178149,0.28114,0.12082,0.31331,0.18887
71,orange,634,4663950,0.43747,0.16457,0.71734,0.10653
71,pink,492,460480,0.30046,0.12323,0.34517,0.1781
71,purple,464,106886,0.44969,0.22704,0.23604,0.21334
71,red,596,2281978,0.58081,0.26036,0.44736,0.26824
71,white,591,3470852,0.05567,0.04772,0.93375,0.04775
71,yellow,612,2155294,0.43709,0.19627,0.61649,0.28801
72,black,79,371001,0.01564,0.04365,0.03554,0.02496
72,blue,79,79980,0.70089,0.26214,0.40592,0.22991
72,brown,82,212159,0.52254,0.2067,0.31751,0.16799
72,cyan,78,84788,0.55598,0.22904,0.4025,0.21838
72,gray,82,401762,0.08689,0.05505,0.65908,0.14935
72,green,78,409895,0.54923,0.21039,0.38693,0.17619
72,magenta,53,11454,0.49716,0.20051,0.05563,0.03759
72,orange,82,373028,0.38686,0.18362,0.79188,0.12975
72,pink,81,36610,0.5177,0.20037,0.14359,0.18716
72,purple,53,9331,0.43256,0.17002,0.06262,0.0566
72,red,82,1384546,0.82477,0.21049,0.71374,0.23319
72,white,76,157425,0.1051,0.05498,0.91246,0.03747
72,yellow,82,110645,0.55676,0.24466,0.66309,0.26361
73,black,113,2223078,0.00664,0.02966,0.00789,0.02712
73,blue,112,735605,0.50863,0.2467,0.21083,0.24891
73,brown,113,422881,0.62991,0.20111,0.35708,0.16379
73,cyan,106,29025,0.64279,0.34198,0.07452,0.09501
73,gray,113,469543,0.08329,0.04833,0.55603,0.15845
73,green,101,81624,0.88612,0.23698,0.01253,0.0309
73,magenta,104,17944,0.8245,0.27502,0.00962,0.01513
73,orange,112,498006,0.62961,0.11281,0.68055,0.09103
73,pink,106,24474,0.5951,0.3254,0.03595,0.06893
73,purple,110,19880,0.76499,0.27952,0.02098,0.02634
73,red,111,298023,0.80015,0.2503,0.32064,0.25926
73,white,25,97619,0.12712,0.04797,0.93343,0.04058
73,yellow,110,43322,0.57019,0.28746,0.36573,0.37907
74,black,672,1161798,0.09994,0.06559,0.10793,0.05761
74,blue,643,2861954,0.44677,0.21827,0.4308,0.27581
74,brown,703,4868065,0.52302,0.20477,0.35447,0.13505
74,cyan,571,1329912,0.49534,0.24906,0.55283,0.26436
74,gray,712,8124172,0.09473,0.05739,0.58272,0.18123
74,green,595,1121002,0.38942,0.17494,0.30544,0.22063
74,magenta,555,198350,0.39916,0.20435,0.19255,0.13999
74,orange,701,4960270,0.472,0.20265,0.75097,0.12494
74,pink,607,346857,0.41912,0.20027,0.27498,0.19241
74,purple,548,267012,0.37779,0.19631,0.2368,0.17369
74,red,693,3339026,0.58187,0.22518,0.45374,0.2331
74,white,685,5659507,0.04708,0.05268,0.95064,0.04914
74,yellow,659,1340443,0.40081,0.17552,0.54832,0.26709
75,black,54,29782,0.02303,0.05306,0.02724,0.05697
75,blue,134,1065492,0.59431,0.12929,0.73696,0.12499
75,brown,135,278875,0.52655,0.15907,0.44422,0.09328
75,cyan,133,3407900,0.68912,0.06872,0.95601,0.07582
75,gray,135,499275,0.1124,0.05297,0.62568,0.1068
75,green,92,1391,0.37084,0.25664,0.30091,0.24701
75,magenta,21,761,0.61706,0.28748,0.05708,0.06116
75,orange,135,844066,0.38274,0.13353,0.70265,0.10155
75,pink,36,2493,0.46322,0.22324,0.10245,0.09261
75,purple,20,1185,0.62969,0.2758,0.06989,0.07851
75,red,131,32402,0.4964,0.2153,0.32662,0.17358
75,white,77,73196,0.10821,0.06523,0.94131,0.04105
75,yellow,127,117358,0.29662,0.08759,0.82853,0.13291
76,black,258,505291,0.11729,0.06088,0.10277,0.05416
76,blue,269,6043818,0.43205,0.15715,0.55166,0.25055
76,brown,298,1021371,0.50047,0.18544,0.2944,0.15416
76,cyan,161,316823,0.40775,0.18784,0.49838,0.24367
76,gray,315,3611295,0.11648,0.05336,0.61635,0.1801
76,green,151,265295,0.38173,0.16608,0.29183,0.19741
76,magenta,277,463719,0.31104,0.10686,0.4197,0.25471
76,orange,282,1092488,0.38715,0.13842,0.77712,0.12783
76,pink,302,965673,0.34661,0.13358,0.48653,0.26777
76,purple,272,628636,0.31001,0.10356,0.3805,0.26367
76,red,315,2759259,0.46359,0.17501,0.43006,0.25021
76,white,291,1778091,0.09218,0.05906,0.92381,0.04529
76,yellow,214,259985,0.35028,0.14999,0.48398,0.27541
77,black,663,1775988,0.11219,0.06984,0.10865,0.06012
77,blue,613,2937664,0.41022,0.2091,0.40675,0.27906
77,brown,728,3961872,0.5241,0.20721,0.32676,0.1487
77,cyan,524,750825,0.43667,0.19218,0.44713,0.23684
77,gray,738,9524095,0.08302,0.05637,0.65611,0.18087
77,green,588,1172895,0.44803,0.19293,0.32059,0.20974
77,magenta,533,241303,0.47591,0.25836,0.26295,0.21857
77,orange,702,4258259,0.48576,0.20549,0.73963,0.11978
77,pink,626,487086,0.47425,0.2265,0.32987,0.22592
77,purple,521,220876,0.3546,0.15062,0.24128,0.18543
77,red,711,3825762,0.59482,0.23272,0.46896,0.25893
77,white,680,6930153,0.04207,0.04803,0.94376,0.0519
77,yellow,672,1327110,0.47048,0.2123,0.5772,0.27515
78,black,382,931864,0.07204,0.07269,0.07479,0.0697
78,blue,382,2233353,0.50463,0.23095,0.41476,0.27557
78,brown,385,2634399,0.47723,0.20372,0.28496,0.14727
78,cyan,362,674721,0.46181,0.2294,0.38457,0.26677
78,gray,387,4699108,0.10146,0.0572,0.55232,0.17304
78,green,367,1102340,0.45691,0.20803,0.3491,0.22144
78,magenta,369,139792,0.43709,0.21431,0.32693,0.29246
78,orange,341,1528260,0.43446,0.19085,0.7396,0.11837
78,pink,378,315299,0.48262,0.22723,0.40135,0.28419
78,purple,367,198633,0.41528,0.20765,0.26924,0.23235
78,red,386,1481749,0.54989,0.2514,0.41349,0.26299
78,white,371,1131063,0.06682,0.05554,0.9264,0.04656
78,yellow,366,913931,0.46176,0.21624,0.43099,0.28569
79,black,203,222343,0.11232,0.06381,0.12633,0.06128
79,blue,225,1822063,0.41642,0.16509,0.54396,0.25589
79,brown,232,1027520,0.41403,0.14667,0.39861,0.11205
79,cyan,212,735245,0.45329,0.2107,0.35446,0.16793
79,gray,235,3457076,0.11221,0.05429,0.52011,0.167
79,green,225,1659469,0.3823,0.14446,0.34876,0.14723
79,magenta,164,59052,0.36682,0.19305,0.39589,0.24036
79,orange,229,1089194,0.3711,0.12588,0.70557,0.10471
79,pink,183,81726,0.37115,0.16067,0.34757,0.16926
79,purple,164,77040,0.35068,0.15766,0.46036,0.29275
79,red,227,517866,0.40734,0.18048,0.45558,0.18972
79,white,235,498198,0.08664,0.05909,0.93179,0.04679
79,yellow,228,904504,0.39331,0.12916,0.46176,0.16685
80,black,400,2286252,0.01881,0.04787,0.02241,0.05385
80,blue,409,1714968,0.54017,0.23564,0.41078,0.23033
80,brown,455,3319625,0.48703,0.1681,0.38753,0.12305
80,cyan,385,324602,0.47457,0.23706,0.38397,0.21242
80,gray,466,3280695,0.11767,0.05036,0.58842,0.18586
80,green,413,1125429,0.43313,0.19651,0.38799,0.20654
80,magenta,394,254876,0.45791,0.23142,0.30164,0.21761
80,orange,434,3505009,0.43661,0.16352,0.71494,0.10712
80,pink,437,743357,0.52993,0.24026,0.45311,0.2315
80,purple,394,330506,0.48454,0.22906,0.32075,0.20735
80,red,457,3585898,0.58234,0.21688,0.49019,0.2189
80,white,347,1625482,0.05677,0.05832,0.95391,0.04726
80,yellow,445,1640133,0.38887,0.15572,0.60458,0.20847
81,black,713,1849301,0.07619,0.06679,0.0787,0.05839
81,blue,744,6406995,0.60036,0.25806,0.41354,0.21658
81,brown,765,3020985,0.45734,0.20597,0.37952,0.13527
81,cyan,660,3301886,0.75946,0.23321,0.2507,0.15822
81,gray,772,11772672,0.08745,0.05612,0.60353,0.16914
81,green,676,1932684,0.46965,0.22728,0.28426,0.21835
81,magenta,499,97731,0.54199,0.29301,0.22214,0.15828
81,orange,747,4433276,0.42612,0.16408,0.73574,0.10759
81,pink,541,120126,0.45547,0.2436,0.28271,0.23906
81,purple,575,233814,0.44519,0.22061,0.23272,0.17786
81,red,711,1074280,0.62914,0.26308,0.42132,0.24238
81,white,742,5947276,0.05253,0.0525,0.93972,0.05016
81,yellow,728,1695694,0.34518,0.16245,0.54079,0.2763
82,black,236,145630,0.12763,0.04782,0.13205,0.04043
82,blue,236,1574794,0.41215,0.1898,0.60392,0.21077
82,brown,253,1022573,0.54845,0.23062,0.3868,0.11842
82,cyan,223,379801,0.35655,0.17204,0.6076,0.22508
82,gray,244,3127738,0.10062,0.05733,0.62609,0.13887
82,green,234,565603,0.50692,0.20031,0.46809,0.20923
82,magenta,203,42995,0.36234,0.1871,0.48672,0.31839
82,orange,252,1412548,0.53085,0.21058,0.75361,0.12852
82,pink,228,117499,0.54755,0.21544,0.5565,0.28874
82,purple,202,66909,0.34165,0.19092,0.37887,0.22378
82,red,250,1117718,0.68005,0.22086,0.59897,0.22341
82,white,222,1498317,0.06016,0.057,0.94506,0.04566
82,yellow,252,1067651,0.5523,0.23805,0.67279,0.21304
83,black,381,1917214,0.05513,0.0679,0.06726,0.05701
83,blue,366,1914428,0.53427,0.24265,0.25611,0.2424
83,brown,418,1873214,0.50966,0.20007,0.33395,0.15369
83,cyan,323,575352,0.52894,0.21984,0.35431,0.20136
83,gray,418,4249044,0.08462,0.05861,0.5992,0.18197
83,green,344,739248,0.40153,0.20831,0.23974,0.21195
83,magenta,354,444759,0.53331,0.15475,0.3786,0.2647
83,orange,392,2093719,0.43642,0.18799,0.74288,0.11957
83,pink,385,437371,0.59909,0.2069,0.32526,0.26063
83,purple,349,222507,0.48458,0.23179,0.19158,0.17968
83,red,418,3019721,0.68275,0.21288,0.47237,0.21849
83,white,379,2261554,0.06191,0.05339,0.93422,0.04519
83,yellow,391,806877,0.40497,0.18839,0.60127,0.29865
84,black,649,398095,0.09852,0.0743,0.09727,0.07063
84,blue,753,1317774,0.46821,0.19464,0.69257,0.25644
84,brown,822,3213611,0.50832,0.16082,0.33637,0.1341
84,cyan,809,7935833,0.45078,0.17099,0.89203,0.18059
84,gray,827,3659831,0.12063,0.05154,0.61201,0.1818
84,green,816,6466739,0.4607,0.16043,0.45145,0.20928
84,magenta,359,25529,0.41533,0.25028,0.20147,0.1929
84,orange,820,3259115,0.4556,0.17705,0.78098,0.13019
84,pink,535,50935,0.39235,0.20146,0.34031,0.27224
84,purple,372,36900,0.37046,0.17144,0.35647,0.21651
84,red,784,987487,0.56534,0.22687,0.52373,0.30189
84,white,812,5012321,0.10517,0.05502,0.96391,0.04447
84,yellow,819,5205366,0.43498,0.16014,0.59688,0.25799
85,black,354,1714708,0.12639,0.05187,0.10558,0.04432
85,blue,316,1632361,0.40663,0.16273,0.43471,0.30438
85,brown,363,3206018,0.4581,0.18597,0.23351,0.14697
85,cyan,257,299851,0.38665,0.20667,0.3358,0.25402
85,gray,355,2021746,0.12394,0.04965,0.46263,0.19426
85,green,335,4109550,0.46473,0.2031,0.28924,0.17585
85,magenta,337,573021,0.36928,0.1359,0.36661,0.26829
85,orange,343,1267275,0.50564,0.21844,0.76159,0.12329
85,pink,353,805601,0.40584,0.15132,0.34053,0.26138
85,purple,319,720998,0.3398,0.11341,0.33036,0.27593
85,red,360,3057989,0.48432,0.19876,0.2892,0.23836
85,white,329,469431,0.10609,0.05916,0.92312,0.04134
85,yellow,362,2262123,0.45935,0.17911,0.42342,0.26225
86,black,143,245612,0.11949,0.06183,0.1134,0.05521
86,blue,132,637939,0.37858,0.13332,0.49915,0.29571
86,brown,152,942839,0.49353,0.17,0.2501,0.15498
86,cyan,127,301996,0.38047,0.14349,0.40794,0.26954
86,gray,153,618679,0.12783,0.05003,0.43922,0.17124
86,green,144,2508489,0.50012,0.18059,0.33299,0.16097
86,magenta,129,74801,0.35959,0.15506,0.29919,0.23132
86,orange,128,172345,0.49546,0.17336,0.70319,0.11495
86,pink,135,132716,0.45957,0.22997,0.27823,0.21162
86,purple,130,109534,0.31338,0.12527,0.29828,0.18881
86,red,145,664990,0.50267,0.18419,0.26121,0.20105
86,white,144,148511,0.10369,0.06591,0.95653,0.04545
86,yellow,150,695565,0.51465,0.17514,0.40023,0.2328
87,black,220,885758,0.14041,0.05318,0.13179,0.04559
87,blue,211,1403167,0.32231,0.14001,0.39779,0.30903
87,brown,219,897983,0.42319,0.16732,0.32726,0.13953
87,cyan,191,372643,0.37579,0.14185,0.61439,0.34766
87,gray,230,2981830,0.08821,0.05864,0.54774,0.18271
87,green,213,1938571,0.45077,0.15571,0.4145,0.21912
87,magenta,146,26902,0.38013,0.18943,0.26891,0.21689
87,orange,201,481268,0.40571,0.14927,0.73089,0.12298
87,pink,181,77085,0.41288,0.1645,0.34249,0.22796
87,purple,175,58102,0.33383,0.13371,0.30919,0.19926
87,red,209,429227,0.47238,0.20235,0.4057,0.21825
87,white,224,1135740,0.05697,0.05894,0.95451,0.04882
87,yellow,219,856812,0.41985,0.15547,0.47113,0.2339
88,black,325,830154,0.09265,0.06551,0.09623,0.06001
88,blue,326,1293486,0.47566,0.22394,0.32827,0.25464
88,brown,326,2903654,0.48772,0.19263,0.3197,0.14329
88,cyan,318,279286,0.48163,0.22618,0.30847,0.27753
88,gray,326,3506658,0.09538,0.05532,0.56381,0.18495
88,green,321,381130,0.43516,0.1898,0.31584,0.22758
88,magenta,313,73594,0.40967,0.19344,0.18104,0.2052
88,orange,325,2094812,0.44029,0.17961,0.7362,0.11975
88,pink,322,137780,0.46861,0.21603,0.24895,0.22492
88,purple,317,104412,0.39294,0.19409,0.14183,0.15577
88,red,326,1106938,0.55136,0.23,0.39014,0.25481
88,white,323,1305927,0.06945,0.0539,0.93472,0.04838
88,yellow,325,411609,0.40987,0.19173,0.43527,0.27811
89,black,516,1084117,0.12319,0.06521,0.11558,0.0556
89,blue,463,2193358,0.38644,0.18152,0.41959,0.25968
89,brown,550,4445438,0.52149,0.18008,0.34937,0.13447
89,cyan,315,277344,0.43468,0.1743,0.40446,0.21482
89,gray,567,5257297,0.10738,0.05498,0.56324,0.18922
89,green,333,1198694,0.38489,0.16251,0.24869,0.17403
89,magenta,441,525840,0.31174,0.10702,0.28448,0.24424
89,orange,536,4393777,0.46352,0.17629,0.75313,0.12672
89,pink,518,1258987,0.36095,0.13556,0.34963,0.26391
89,purple,435,548571,0.31901,0.11404,0.35311,0.26744
89,red,561,7665666,0.48905,0.18805,0.43043,0.24776
89,white,555,4256241,0.05684,0.05937,0.95206,0.04616
89,yellow,395,627534,0.38365,0.16534,0.48669,0.25512
90,black,504,1656963,0.12839,0.0498,0.10913,0.04535
90,blue,518,6097542,0.4115,0.1443,0.65108,0.27486
90,brown,541,3961308,0.43673,0.16345,0.29897,0.14956
90,cyan,351,330259,0.34718,0.15615,0.54862,0.32622
90,gray,543,4905220,0.12408,0.04836,0.51607,0.18915
90,green,435,3828323,0.41217,0.13074,0.29045,0.14031
90,magenta,495,330391,0.29989,0.08932,0.19474,0.17416
90,orange,522,1757216,0.40985,0.15766,0.71464,0.11065
90,pink,514,776111,0.32865,0.10467,0.25313,0.18839
90,purple,491,540108,0.29129,0.08669,0.23675,0.20702
90,red,538,4690118,0.44953,0.15773,0.35514,0.20393
90,white,535,1946362,0.07992,0.05835,0.93083,0.04169
90,yellow,497,2366895,0.40649,0.12701,0.36077,0.1849
91,black,490,1018325,0.11691,0.06793,0.10086,0.05851
91,blue,470,2925729,0.42415,0.18268,0.3911,0.26243
91,brown,488,2944983,0.51847,0.19218,0.29703,0.1524
91,cyan,386,477520,0.3933,0.18017,0.32858,0.21945
91,gray,505,4713351,0.10198,0.05447,0.57835,0.17757
91,green,406,1175737,0.3747,0.16168,0.24191,0.20279
91,magenta,451,584864,0.35459,0.1256,0.20357,0.18255
91,orange,459,1719309,0.48988,0.19277,0.7259,0.11472
91,pink,469,1201831,0.40125,0.14349,0.26667,0.22875
91,purple,448,761778,0.34163,0.11468,0.2748,0.2293
91,red,488,4337149,0.52963,0.19029,0.31371,0.22707
91,white,499,1522820,0.06611,0.05733,0.93502,0.0485
91,yellow,437,847260,0.39886,0.17132,0.42579,0.29311
92,black,321,686611,0.05962,0.07103,0.07172,0.06569
92,blue,320,2003944,0.60213,0.2059,0.36564,0.22109
92,brown,384,3858013,0.53404,0.19439,0.39106,0.11583
92,cyan,263,90031,0.49292,0.20836,0.42531,0.30287
92,gray,380,3088696,0.10196,0.0603,0.55421,0.19538
92,green,289,355522,0.35991,0.15055,0.30313,0.18101
92,magenta,303,43476,0.39184,0.22314,0.15082,0.1575
92,orange,372,2195682,0.467,0.16495,0.69485,0.10582
92,pink,321,131089,0.36073,0.1758,0.31387,0.20173
92,purple,299,184458,0.62555,0.23147,0.17685,0.11191
92,red,354,2035857,0.45226,0.21797,0.48768,0.23092
92,white,368,4049169,0.03793,0.04738,0.94193,0.05591
92,yellow,365,1053452,0.38224,0.14964,0.50123,0.23742
93,black,450,2001287,0.15033,0.04426,0.13757,0.03559
93,blue,491,3570013,0.40456,0.23534,0.32654,0.23449
93,brown,536,2094753,0.49224,0.20113,0.37447,0.13584
93,cyan,377,445386,0.45648,0.25113,0.44052,0.20558
93,gray,576,6344515,0.09975,0.05567,0.60564,0.17693
93,green,380,772017,0.41369,0.18253,0.38144,0.16648
93,magenta,397,96121,0.44981,0.21127,0.21861,0.17558
93,orange,515,5265869,0.40432,0.18002,0.77839,0.13016
93,pink,470,201849,0.42764,0.19995,0.4186,0.2822
93,purple,435,240473,0.38169,0.1604,0.27957,0.18402
93,red,530,3256007,0.64921,0.25735,0.60284,0.23866
93,white,495,2867044,0.07276,0.065,0.95155,0.04976
93,yellow,482,2132346,0.48671,0.22287,0.69729,0.24259
94,black,683,3043100,0.04611,0.0686,0.05018,0.06315
94,blue,667,3841989,0.50177,0.24953,0.51501,0.28913
94,brown,733,5181477,0.53434,0.20113,0.34698,0.14068
94,cyan,606,1295788,0.62315,0.27326,0.51895,0.27615
94,gray,722,6706444,0.08844,0.06128,0.61267,0.19176
94,green,647,1730911,0.57737,0.28571,0.29112,0.19463
94,magenta,586,278499,0.61421,0.27819,0.13857,0.09424
94,orange,723,4226183,0.49013,0.1905,0.73762,0.12571
94,pink,651,623851,0.57823,0.22898,0.30439,0.2157
94,purple,604,316482,0.49809,0.24072,0.1879,0.17809
94,red,714,3342569,0.66317,0.24119,0.45524,0.26327
94,white,687,6108561,0.03473,0.04893,0.94545,0.05297
94,yellow,715,2147794,0.41646,0.16908,0.60395,0.277
95,black,168,605455,0.12895,0.05048,0.09925,0.04417
95,blue,169,3734584,0.42933,0.14159,0.57911,0.26135
95,brown,170,1875623,0.44842,0.12591,0.24745,0.13735
95,cyan,116,56919,0.30304,0.08404,0.22927,0.13368
95,gray,169,685753,0.13617,0.04449,0.45656,0.20486
95,green,144,1646827,0.40667,0.13296,0.22543,0.12423
95,magenta,152,94201,0.2733,0.05406,0.253,0.24978
95,orange,119,164040,0.44757,0.11048,0.72524,0.14006
95,pink,160,148084,0.29253,0.07748,0.17662,0.18486
95,purple,165,184594,0.27458,0.05915,0.2224,0.22734
95,red,166,632058,0.37613,0.14196,0.23121,0.17697
95,white,156,360611,0.09247,0.0634,0.93605,0.04153
95,yellow,154,785203,0.43374,0.12526,0.26822,0.13911
96,black,325,592393,0.08307,0.06753,0.09277,0.0629
96,blue,349,2288806,0.58125,0.24067,0.43884,0.24751
96,brown,371,1288388,0.47112,0.19818,0.35146,0.14327
96,cyan,267,1107588,0.70198,0.23595,0.58641,0.19859
96,gray,375,3609958,0.09952,0.06136,0.60661,0.17025
96,green,260,428444,0.44765,0.16724,0.41305,0.24655
96,magenta,272,57177,0.31422,0.13281,0.2426,0.13411
96,orange,365,4034191,0.41276,0.1453,0.76823,0.10176
96,pink,325,176980,0.48681,0.22195,0.44691,0.29044
96,purple,296,82172,0.37441,0.16607,0.24947,0.20824
96,red,361,1075321,0.61122,0.23496,0.58736,0.27751
96,white,351,2210091,0.07102,0.05961,0.93627,0.04525
96,yellow,328,836907,0.49574,0.23939,0.76013,0.25282
97,black,1822,12378564,0.15018,0.04385,0.13717,0.03451
97,blue,1879,12525681,0.31027,0.15482,0.27603,0.22735
97,brown,1934,14564584,0.52969,0.20459,0.35471,0.13093
97,cyan,1490,1884212,0.41383,0.19966,0.48278,0.21918
97,gray,1985,27662906,0.09351,0.05691,0.58155,0.19511
97,green,1451,3632813,0.38837,0.16113,0.43648,0.18178
97,magenta,1306,519170,0.32506,0.12611,0.25436,0.17378
97,orange,1888,13901834,0.44916,0.17921,0.7334,0.1159
97,pink,1657,1063449,0.36329,0.14805,0.32125,0.20958
97,purple,1603,910582,0.33758,0.13307,0.25484,0.16888
97,red,1929,7484380,0.46495,0.19087,0.4374,0.22241
97,white,1764,9431136,0.04473,0.05394,0.95671,0.0519
97,yellow,1806,6221937,0.43773,0.18501,0.56697,0.22172
